,B,G,R
112254.0,153.0,201.0,235.0
112259.0,108.0,170.0,210.0
112263.0,137.0,214.0,241.0
112282.0,124.0,185.0,211.0
112311.0,153.0,214.0,246.0
112314.0,129.0,197.0,234.0
112345.0,96.0,146.0,192.0
112359.0,83.0,120.0,180.0
112404.0,122.0,212.0,247.0
112420.0,91.0,126.0,170.0
112438.0,88.0,140.0,187.0
112444.0,200.0,206.0,247.0
112479.0,147.0,167.0,185.0
112512.0,127.0,193.0,222.0
112518.0,101.0,172.0,209.0
112527.0,125.0,184.0,233.0
112536.0,110.0,183.0,235.0
112538.0,121.0,143.0,171.0
112574.0,111.0,180.0,219.0
112586.0,96.0,159.0,209.0
112592.0,129.0,207.0,244.0
112623.0,142.0,112.0,111.0
112627.0,131.0,194.0,228.0
112628.0,66.0,149.0,201.0
112665.0,140.0,199.0,238.0
112674.0,110.0,179.0,222.0
112678.0,150.0,201.0,227.0
112698.0,91.0,127.0,157.0
112700.0,115.0,163.0,205.0
112726.0,95.0,145.0,167.0
112764.0,128.0,182.0,223.0
112769.0,109.0,164.0,207.0
112814.0,115.0,191.0,240.0
112819.0,127.0,192.0,231.0
112824.0,117.0,127.0,127.0
112826.0,140.0,190.0,232.0
112835.0,151.0,183.0,212.0
112841.0,129.0,188.0,228.0
112843.0,155.0,192.0,230.0
112846.0,168.0,216.0,234.0
112873.0,108.0,147.0,175.0
112918.0,184.0,238.0,255.0
112964.0,123.0,191.0,236.0
112965.0,118.0,196.0,232.0
112988.0,145.0,192.0,220.0
112997.0,180.0,230.0,255.0
113072.0,141.0,201.0,230.0
113102.0,133.0,200.0,239.0
113118.0,91.0,166.0,212.0
113142.0,139.0,199.0,241.0
113149.0,139.0,202.0,240.0
113166.0,94.0,168.0,210.0
113168.0,112.0,173.0,217.0
113196.0,102.0,100.0,119.0
113267.0,146.0,209.0,247.0
113271.0,115.0,130.0,139.0
113279.0,120.0,194.0,230.0
113284.0,112.0,169.0,220.0
113289.0,117.0,143.0,167.0
113303.0,160.0,176.0,205.0
113305.0,127.0,168.0,207.0
113317.0,120.0,145.0,171.0
113322.0,97.0,172.0,234.0
113373.0,146.0,207.0,247.0
113394.0,131.0,173.0,218.0
113402.0,131.0,163.0,212.0
113417.0,104.0,163.0,209.0
113418.0,134.0,197.0,235.0
113420.0,118.0,186.0,229.0
113436.0,77.0,101.0,113.0
113444.0,173.0,185.0,233.0
113452.0,108.0,181.0,209.0
113457.0,139.0,186.0,214.0
113470.0,148.0,215.0,238.0
113475.0,140.0,178.0,202.0
113477.0,153.0,208.0,245.0
113483.0,147.0,184.0,210.0
113509.0,160.0,212.0,252.0
113510.0,129.0,177.0,229.0
113512.0,108.0,166.0,225.0
113516.0,113.0,189.0,208.0
113518.0,173.0,208.0,234.0
113539.0,104.0,137.0,157.0
113553.0,110.0,179.0,212.0
113556.0,118.0,157.0,209.0
113566.0,92.0,162.0,209.0
113567.0,122.0,125.0,129.0
113608.0,108.0,194.0,214.0
113609.0,103.0,158.0,203.0
113617.0,155.0,212.0,251.0
113622.0,161.0,192.0,223.0
113641.0,175.0,173.0,193.0
113655.0,142.0,164.0,189.0
113672.0,75.0,77.0,85.0
113692.0,119.0,172.0,229.0
113746.0,87.0,166.0,217.0
113761.0,128.0,194.0,229.0
113766.0,109.0,115.0,134.0
113779.0,104.0,145.0,178.0
113813.0,122.0,180.0,209.0
113823.0,117.0,203.0,233.0
113828.0,139.0,186.0,217.0
113845.0,147.0,216.0,255.0
113857.0,109.0,174.0,202.0
113858.0,98.0,176.0,223.0
113903.0,122.0,184.0,202.0
113913.0,122.0,197.0,249.0
113940.0,122.0,129.0,146.0
113944.0,96.0,115.0,123.0
113951.0,127.0,176.0,202.0
113965.0,153.0,178.0,194.0
113971.0,118.0,152.0,176.0
113975.0,165.0,180.0,212.0
113987.0,128.0,158.0,183.0
113992.0,88.0,168.0,209.0
113999.0,98.0,171.0,221.0
114000.0,105.0,166.0,200.0
114026.0,116.0,149.0,165.0
114029.0,161.0,178.0,227.0
114046.0,108.0,166.0,195.0
114059.0,122.0,175.0,212.0
114080.0,132.0,159.0,180.0
114117.0,138.0,200.0,241.0
114173.0,118.0,187.0,214.0
114190.0,122.0,183.0,227.0
114191.0,150.0,168.0,229.0
114207.0,119.0,188.0,238.0
114236.0,146.0,138.0,139.0
114240.0,138.0,117.0,119.0
114256.0,152.0,175.0,197.0
114271.0,153.0,174.0,202.0
114289.0,122.0,172.0,202.0
114294.0,157.0,223.0,234.0
114305.0,135.0,169.0,185.0
114319.0,202.0,161.0,138.0
114329.0,140.0,155.0,187.0
114337.0,113.0,185.0,215.0
114354.0,121.0,152.0,175.0
114433.0,155.0,173.0,172.0
114435.0,109.0,173.0,238.0
114457.0,94.0,158.0,193.0
114462.0,136.0,198.0,206.0
114464.0,109.0,167.0,202.0
114502.0,164.0,160.0,171.0
114517.0,106.0,134.0,165.0
114550.0,167.0,153.0,165.0
114570.0,103.0,190.0,230.0
114586.0,141.0,140.0,130.0
114587.0,153.0,181.0,205.0
114588.0,124.0,186.0,226.0
114600.0,134.0,191.0,222.0
114602.0,116.0,183.0,214.0
114620.0,120.0,138.0,161.0
114642.0,80.0,159.0,216.0
114650.0,129.0,193.0,234.0
114654.0,86.0,143.0,194.0
114658.0,123.0,188.0,226.0
114682.0,93.0,160.0,223.0
114688.0,148.0,185.0,223.0
114695.0,144.0,201.0,240.0
114696.0,115.0,192.0,238.0
114741.0,140.0,179.0,218.0
114772.0,155.0,182.0,216.0
114815.0,144.0,197.0,240.0
114863.0,118.0,155.0,181.0
114893.0,138.0,187.0,213.0
114896.0,98.0,152.0,175.0
114898.0,129.0,139.0,146.0
114957.0,118.0,119.0,129.0
114965.0,114.0,132.0,149.0
114966.0,159.0,186.0,207.0
114993.0,131.0,193.0,233.0
115031.0,113.0,192.0,231.0
115033.0,165.0,198.0,224.0
115042.0,123.0,139.0,156.0
115051.0,149.0,173.0,203.0
115073.0,94.0,165.0,203.0
115091.0,99.0,162.0,212.0
115094.0,107.0,186.0,225.0
115102.0,119.0,160.0,182.0
115106.0,95.0,158.0,209.0
115109.0,110.0,199.0,236.0
115114.0,109.0,165.0,212.0
115126.0,138.0,136.0,135.0
115132.0,110.0,181.0,201.0
115143.0,113.0,178.0,216.0
115163.0,126.0,204.0,240.0
115191.0,135.0,187.0,234.0
115235.0,138.0,201.0,239.0
115247.0,122.0,107.0,111.0
115255.0,134.0,190.0,237.0
115272.0,127.0,208.0,246.0
115275.0,136.0,188.0,225.0
115299.0,77.0,161.0,209.0
115304.0,131.0,182.0,222.0
115314.0,146.0,213.0,246.0
115330.0,110.0,188.0,241.0
115339.0,115.0,174.0,219.0
115357.0,144.0,187.0,230.0
115368.0,165.0,187.0,212.0
115384.0,151.0,179.0,210.0
115385.0,130.0,186.0,221.0
115389.0,136.0,152.0,169.0
115390.0,115.0,126.0,140.0
115399.0,130.0,201.0,245.0
115402.0,98.0,186.0,202.0
115426.0,122.0,188.0,241.0
115430.0,130.0,167.0,201.0
115449.0,135.0,197.0,235.0
115450.0,107.0,185.0,232.0
115490.0,144.0,200.0,241.0
115506.0,129.0,191.0,231.0
115515.0,123.0,171.0,207.0
115525.0,109.0,111.0,122.0
115526.0,116.0,175.0,214.0
115535.0,115.0,124.0,127.0
115541.0,120.0,149.0,180.0
115545.0,139.0,181.0,226.0
115560.0,207.0,183.0,177.0
115571.0,129.0,164.0,190.0
115587.0,111.0,153.0,176.0
115597.0,86.0,165.0,216.0
115617.0,144.0,149.0,180.0
115659.0,128.0,183.0,220.0
115662.0,132.0,198.0,216.0
115675.0,151.0,168.0,194.0
115716.0,127.0,176.0,224.0
115718.0,121.0,192.0,230.0
115736.0,161.0,203.0,226.0
115753.0,155.0,220.0,248.0
115766.0,111.0,122.0,144.0
115777.0,128.0,148.0,159.0
115787.0,123.0,193.0,222.0
115815.0,130.0,192.0,233.0
115818.0,138.0,194.0,243.0
115824.0,115.0,157.0,210.0
115838.0,144.0,200.0,229.0
115840.0,158.0,169.0,177.0
115845.0,120.0,188.0,231.0
115854.0,71.0,142.0,179.0
115858.0,81.0,131.0,189.0
115869.0,248.0,194.0,147.0
115870.0,129.0,96.0,93.0
115883.0,109.0,198.0,225.0
115886.0,190.0,191.0,217.0
115891.0,136.0,191.0,218.0
115905.0,82.0,142.0,172.0
115918.0,136.0,188.0,218.0
115938.0,100.0,167.0,224.0
115942.0,118.0,191.0,229.0
115953.0,130.0,204.0,240.0
116011.0,150.0,141.0,162.0
116043.0,161.0,173.0,221.0
116044.0,125.0,180.0,211.0
116045.0,63.0,153.0,212.0
116061.0,133.0,155.0,173.0
116064.0,118.0,187.0,244.0
116118.0,166.0,170.0,165.0
116140.0,132.0,177.0,221.0
116195.0,130.0,165.0,199.0
116201.0,110.0,182.0,246.0
116208.0,158.0,185.0,206.0
116210.0,112.0,190.0,227.0
116214.0,147.0,207.0,249.0
116228.0,135.0,103.0,97.0
116239.0,167.0,141.0,129.0
116249.0,154.0,208.0,243.0
116265.0,97.0,166.0,205.0
116291.0,149.0,148.0,152.0
116306.0,148.0,169.0,190.0
116328.0,143.0,180.0,208.0
116386.0,106.0,174.0,209.0
116417.0,120.0,203.0,241.0
116422.0,111.0,159.0,201.0
116429.0,128.0,169.0,218.0
116435.0,98.0,175.0,221.0
116455.0,102.0,167.0,205.0
116517.0,150.0,199.0,213.0
116518.0,104.0,178.0,214.0
116524.0,190.0,211.0,242.0
116527.0,150.0,174.0,204.0
116542.0,127.0,188.0,232.0
116551.0,107.0,186.0,227.0
116557.0,124.0,177.0,214.0
116565.0,139.0,212.0,240.0
116582.0,145.0,207.0,248.0
116596.0,107.0,157.0,193.0
116614.0,130.0,194.0,224.0
116620.0,136.0,201.0,192.0
116638.0,253.0,182.0,149.0
116667.0,99.0,104.0,119.0
116669.0,167.0,211.0,235.0
116692.0,151.0,180.0,207.0
116695.0,146.0,131.0,145.0
116719.0,143.0,151.0,188.0
116723.0,99.0,183.0,231.0
116724.0,123.0,169.0,203.0
116751.0,169.0,206.0,232.0
116779.0,133.0,187.0,217.0
116780.0,145.0,188.0,221.0
116794.0,114.0,169.0,208.0
116815.0,166.0,186.0,243.0
116817.0,117.0,193.0,241.0
116832.0,119.0,160.0,193.0
116844.0,107.0,181.0,207.0
116857.0,113.0,168.0,211.0
116873.0,150.0,198.0,234.0
116879.0,136.0,199.0,237.0
116886.0,151.0,209.0,238.0
116896.0,146.0,196.0,224.0
116914.0,121.0,165.0,202.0
116927.0,135.0,205.0,228.0
116946.0,123.0,191.0,236.0
116958.0,138.0,190.0,213.0
116964.0,137.0,178.0,201.0
116979.0,120.0,172.0,213.0
116998.0,135.0,191.0,240.0
117017.0,124.0,195.0,228.0
117045.0,124.0,182.0,218.0
117068.0,158.0,194.0,232.0
117085.0,92.0,172.0,233.0
117090.0,93.0,193.0,228.0
117100.0,123.0,145.0,187.0
117104.0,131.0,190.0,236.0
117135.0,188.0,171.0,192.0
117158.0,128.0,164.0,188.0
117164.0,161.0,145.0,128.0
117177.0,141.0,185.0,214.0
117192.0,138.0,186.0,222.0
117205.0,109.0,166.0,211.0
117206.0,158.0,212.0,242.0
117214.0,109.0,175.0,226.0
117216.0,141.0,135.0,128.0
117217.0,131.0,174.0,207.0
117228.0,126.0,171.0,204.0
117235.0,129.0,189.0,205.0
117240.0,96.0,176.0,207.0
117265.0,154.0,179.0,223.0
117267.0,141.0,202.0,242.0
117268.0,103.0,175.0,229.0
117300.0,94.0,128.0,157.0
117319.0,124.0,181.0,220.0
117361.0,96.0,158.0,196.0
117413.0,158.0,168.0,198.0
117424.0,117.0,189.0,223.0
117440.0,155.0,210.0,255.0
117492.0,73.0,102.0,153.0
117494.0,129.0,175.0,216.0
117503.0,163.0,200.0,238.0
117510.0,126.0,189.0,239.0
117520.0,72.0,153.0,204.0
117528.0,134.0,199.0,243.0
117541.0,150.0,171.0,179.0
117576.0,114.0,172.0,194.0
117587.0,105.0,171.0,219.0
117597.0,122.0,157.0,190.0
117598.0,152.0,155.0,169.0
117605.0,108.0,188.0,219.0
117621.0,109.0,164.0,207.0
117623.0,117.0,178.0,212.0
117627.0,138.0,206.0,235.0
117641.0,137.0,198.0,232.0
117647.0,111.0,130.0,157.0
117674.0,162.0,161.0,165.0
117722.0,131.0,197.0,226.0
117730.0,138.0,166.0,196.0
117743.0,145.0,137.0,144.0
117764.0,109.0,180.0,214.0
117767.0,161.0,205.0,228.0
117775.0,134.0,190.0,215.0
117805.0,106.0,190.0,232.0
117813.0,90.0,176.0,218.0
117833.0,68.0,165.0,215.0
117853.0,169.0,183.0,211.0
117858.0,138.0,174.0,210.0
117895.0,128.0,139.0,169.0
117908.0,115.0,166.0,209.0
117909.0,136.0,150.0,168.0
117915.0,82.0,142.0,202.0
117921.0,111.0,170.0,209.0
117929.0,126.0,189.0,233.0
117934.0,102.0,164.0,200.0
117996.0,127.0,146.0,159.0
118013.0,121.0,166.0,200.0
118015.0,118.0,197.0,224.0
118044.0,217.0,191.0,209.0
118048.0,125.0,150.0,184.0
118063.0,103.0,176.0,214.0
118074.0,70.0,132.0,156.0
118085.0,82.0,125.0,158.0
118119.0,168.0,195.0,239.0
118140.0,105.0,165.0,235.0
118141.0,53.0,133.0,180.0
118150.0,115.0,186.0,220.0
118161.0,130.0,192.0,233.0
118163.0,89.0,151.0,215.0
118184.0,111.0,167.0,216.0
118188.0,164.0,211.0,243.0
118199.0,127.0,181.0,211.0
118223.0,154.0,187.0,206.0
118260.0,163.0,213.0,231.0
118323.0,194.0,154.0,149.0
118337.0,120.0,188.0,235.0
118348.0,145.0,163.0,200.0
118382.0,104.0,134.0,169.0
118409.0,112.0,168.0,227.0
118452.0,159.0,217.0,253.0
118476.0,141.0,219.0,242.0
118493.0,115.0,185.0,222.0
118506.0,151.0,214.0,248.0
118539.0,122.0,153.0,178.0
118590.0,111.0,176.0,207.0
118599.0,129.0,165.0,201.0
118638.0,131.0,199.0,236.0
118644.0,175.0,220.0,255.0
118650.0,127.0,180.0,230.0
118685.0,85.0,140.0,171.0
118700.0,116.0,167.0,193.0
118702.0,116.0,161.0,198.0
118712.0,131.0,178.0,209.0
118714.0,117.0,187.0,234.0
118723.0,91.0,144.0,187.0
118767.0,180.0,186.0,231.0
118777.0,118.0,134.0,150.0
118811.0,97.0,161.0,226.0
118831.0,120.0,182.0,220.0
118856.0,126.0,157.0,172.0
118868.0,146.0,204.0,246.0
118877.0,183.0,156.0,165.0
118893.0,129.0,202.0,224.0
118935.0,102.0,153.0,193.0
118941.0,158.0,209.0,252.0
118944.0,127.0,184.0,223.0
118947.0,128.0,180.0,227.0
118949.0,114.0,89.0,73.0
118971.0,132.0,166.0,202.0
118993.0,139.0,189.0,235.0
119009.0,156.0,179.0,211.0
119010.0,118.0,173.0,216.0
119014.0,134.0,175.0,198.0
119037.0,122.0,186.0,234.0
119045.0,171.0,143.0,189.0
119061.0,136.0,203.0,252.0
119074.0,113.0,144.0,189.0
119147.0,103.0,171.0,216.0
119150.0,150.0,142.0,143.0
119186.0,143.0,200.0,245.0
119229.0,122.0,180.0,216.0
119239.0,202.0,223.0,251.0
119240.0,96.0,124.0,141.0
119249.0,122.0,194.0,236.0
119250.0,131.0,188.0,227.0
119256.0,176.0,193.0,212.0
119262.0,143.0,194.0,237.0
119277.0,160.0,176.0,223.0
119280.0,109.0,178.0,221.0
119314.0,145.0,205.0,251.0
119321.0,124.0,133.0,146.0
119334.0,156.0,215.0,255.0
119358.0,154.0,180.0,216.0
119366.0,116.0,169.0,202.0
119373.0,102.0,192.0,226.0
119383.0,98.0,146.0,174.0
119384.0,75.0,166.0,217.0
119397.0,129.0,144.0,170.0
119398.0,179.0,201.0,213.0
119417.0,113.0,186.0,208.0
119425.0,117.0,179.0,215.0
119454.0,109.0,163.0,216.0
119459.0,169.0,194.0,250.0
119471.0,112.0,152.0,171.0
119498.0,115.0,182.0,245.0
119501.0,96.0,181.0,221.0
119536.0,141.0,124.0,133.0
119537.0,123.0,178.0,223.0
119554.0,146.0,210.0,241.0
119573.0,103.0,121.0,152.0
119579.0,144.0,191.0,219.0
119599.0,134.0,123.0,115.0
119644.0,160.0,115.0,111.0
119666.0,109.0,173.0,221.0
119670.0,109.0,169.0,198.0
119675.0,145.0,206.0,255.0
119691.0,141.0,195.0,236.0
119693.0,162.0,204.0,227.0
119695.0,95.0,163.0,222.0
119699.0,110.0,186.0,235.0
119718.0,125.0,178.0,211.0
119719.0,122.0,182.0,211.0
119720.0,136.0,152.0,181.0
119729.0,93.0,147.0,180.0
119740.0,138.0,167.0,212.0
119743.0,116.0,142.0,158.0
119766.0,97.0,184.0,240.0
119773.0,137.0,187.0,233.0
119774.0,108.0,170.0,211.0
119777.0,136.0,188.0,235.0
119798.0,147.0,195.0,247.0
119816.0,118.0,176.0,218.0
119831.0,106.0,186.0,249.0
119864.0,95.0,141.0,172.0
119876.0,124.0,173.0,213.0
119889.0,85.0,169.0,227.0
119909.0,105.0,184.0,223.0
119910.0,109.0,168.0,217.0
119921.0,105.0,111.0,118.0
119941.0,125.0,194.0,221.0
119967.0,128.0,170.0,199.0
119990.0,101.0,129.0,159.0
120006.0,106.0,183.0,246.0
120027.0,120.0,163.0,250.0
120036.0,145.0,211.0,252.0
120042.0,159.0,201.0,236.0
120051.0,86.0,123.0,145.0
120062.0,157.0,217.0,247.0
120084.0,97.0,172.0,211.0
120107.0,120.0,176.0,217.0
120112.0,128.0,182.0,243.0
120127.0,101.0,146.0,179.0
120158.0,114.0,104.0,104.0
120179.0,111.0,148.0,162.0
120187.0,135.0,154.0,189.0
120191.0,121.0,162.0,177.0
120193.0,119.0,139.0,157.0
120197.0,99.0,119.0,144.0
120201.0,77.0,169.0,228.0
120214.0,125.0,180.0,225.0
120219.0,115.0,131.0,147.0
120223.0,105.0,170.0,209.0
120228.0,126.0,150.0,174.0
120231.0,158.0,187.0,224.0
120250.0,169.0,200.0,251.0
120258.0,141.0,197.0,246.0
120259.0,172.0,151.0,154.0
120260.0,137.0,203.0,255.0
120305.0,120.0,192.0,226.0
120307.0,147.0,133.0,135.0
120314.0,91.0,173.0,221.0
120316.0,214.0,228.0,246.0
120333.0,183.0,173.0,186.0
120337.0,102.0,171.0,211.0
120354.0,253.0,174.0,165.0
120374.0,125.0,191.0,232.0
120383.0,180.0,185.0,230.0
120384.0,111.0,149.0,191.0
120387.0,129.0,194.0,238.0
120426.0,123.0,190.0,221.0
120433.0,98.0,153.0,180.0
120438.0,98.0,163.0,218.0
120440.0,130.0,202.0,255.0
120447.0,115.0,149.0,173.0
120535.0,119.0,199.0,254.0
120548.0,114.0,164.0,206.0
120566.0,139.0,210.0,244.0
120586.0,150.0,157.0,174.0
120629.0,101.0,165.0,196.0
120632.0,135.0,187.0,228.0
120641.0,112.0,193.0,228.0
120648.0,126.0,178.0,219.0
120659.0,130.0,195.0,233.0
120676.0,82.0,146.0,211.0
120697.0,147.0,176.0,213.0
120716.0,129.0,149.0,167.0
120763.0,123.0,190.0,223.0
120774.0,174.0,223.0,237.0
120776.0,133.0,166.0,182.0
120782.0,116.0,183.0,216.0
120847.0,208.0,192.0,239.0
120858.0,114.0,167.0,224.0
120868.0,179.0,157.0,145.0
120891.0,129.0,180.0,220.0
120915.0,126.0,184.0,226.0
120918.0,136.0,214.0,251.0
120923.0,135.0,148.0,200.0
120925.0,143.0,202.0,242.0
120941.0,113.0,152.0,180.0
120998.0,87.0,142.0,203.0
121006.0,143.0,131.0,151.0
121008.0,120.0,193.0,225.0
121016.0,134.0,205.0,232.0
121031.0,129.0,137.0,154.0
121044.0,164.0,192.0,216.0
121048.0,220.0,230.0,254.0
121059.0,119.0,180.0,220.0
121067.0,135.0,147.0,171.0
121068.0,167.0,224.0,255.0
121085.0,125.0,168.0,201.0
121088.0,189.0,204.0,223.0
121128.0,110.0,169.0,215.0
121129.0,170.0,224.0,255.0
121133.0,172.0,134.0,134.0
121147.0,135.0,194.0,234.0
121164.0,141.0,178.0,206.0
121167.0,130.0,179.0,227.0
121177.0,152.0,198.0,245.0
121178.0,119.0,184.0,229.0
121184.0,110.0,179.0,218.0
121190.0,140.0,180.0,199.0
121195.0,141.0,151.0,185.0
121196.0,195.0,195.0,195.0
121250.0,111.0,179.0,214.0
121257.0,131.0,129.0,141.0
121262.0,96.0,172.0,224.0
121267.0,105.0,172.0,217.0
121272.0,129.0,161.0,196.0
121276.0,97.0,139.0,184.0
121287.0,110.0,137.0,157.0
121319.0,155.0,176.0,203.0
121346.0,184.0,173.0,193.0
121371.0,123.0,112.0,114.0
121378.0,108.0,172.0,202.0
121394.0,133.0,186.0,229.0
121410.0,106.0,168.0,204.0
121413.0,121.0,188.0,233.0
121438.0,105.0,122.0,143.0
121459.0,108.0,180.0,234.0
121462.0,91.0,152.0,196.0
121473.0,145.0,189.0,230.0
121527.0,100.0,163.0,224.0
121538.0,104.0,156.0,196.0
121552.0,116.0,111.0,112.0
121558.0,126.0,141.0,157.0
121567.0,110.0,177.0,222.0
121577.0,153.0,210.0,255.0
121590.0,98.0,186.0,223.0
121592.0,130.0,140.0,158.0
121611.0,94.0,181.0,221.0
121621.0,139.0,180.0,219.0
121625.0,128.0,149.0,180.0
121637.0,152.0,131.0,134.0
121645.0,226.0,214.0,232.0
121670.0,224.0,168.0,233.0
121694.0,139.0,183.0,212.0
121705.0,131.0,183.0,223.0
121713.0,137.0,181.0,205.0
121727.0,141.0,197.0,232.0
121746.0,138.0,189.0,221.0
121768.0,115.0,175.0,205.0
121769.0,130.0,192.0,222.0
121774.0,114.0,170.0,189.0
121801.0,131.0,193.0,233.0
121811.0,142.0,194.0,247.0
121831.0,105.0,162.0,193.0
121835.0,149.0,200.0,226.0
121875.0,117.0,181.0,229.0
121899.0,166.0,227.0,255.0
121902.0,123.0,192.0,231.0
121916.0,156.0,158.0,166.0
121944.0,148.0,185.0,219.0
121946.0,192.0,173.0,170.0
121960.0,96.0,178.0,219.0
121973.0,149.0,156.0,175.0
122003.0,139.0,201.0,241.0
122020.0,136.0,194.0,246.0
122042.0,160.0,196.0,244.0
122052.0,134.0,166.0,207.0
122068.0,127.0,125.0,137.0
122073.0,141.0,197.0,238.0
122093.0,215.0,198.0,195.0
122099.0,86.0,133.0,177.0
122109.0,114.0,169.0,212.0
122131.0,139.0,205.0,240.0
122152.0,91.0,161.0,221.0
122158.0,131.0,184.0,227.0
122176.0,165.0,169.0,188.0
122214.0,102.0,157.0,200.0
122221.0,104.0,181.0,214.0
122225.0,126.0,179.0,216.0
122226.0,87.0,138.0,178.0
122240.0,159.0,211.0,252.0
122245.0,105.0,155.0,185.0
122265.0,132.0,189.0,220.0
122278.0,117.0,185.0,230.0
122292.0,100.0,165.0,216.0
122293.0,135.0,167.0,238.0
122294.0,146.0,187.0,232.0
122295.0,90.0,152.0,212.0
122296.0,207.0,161.0,144.0
122298.0,137.0,202.0,246.0
122307.0,126.0,199.0,227.0
122362.0,92.0,160.0,205.0
122371.0,141.0,208.0,231.0
122402.0,110.0,179.0,229.0
122415.0,92.0,145.0,195.0
122444.0,104.0,171.0,210.0
122445.0,125.0,146.0,184.0
122469.0,143.0,205.0,243.0
122477.0,112.0,180.0,215.0
122479.0,119.0,136.0,155.0
122525.0,143.0,197.0,238.0
122527.0,137.0,197.0,233.0
122566.0,130.0,191.0,231.0
122601.0,136.0,173.0,211.0
122608.0,127.0,157.0,198.0
122634.0,118.0,134.0,147.0
122654.0,151.0,164.0,196.0
122672.0,73.0,155.0,203.0
122674.0,101.0,119.0,142.0
122694.0,122.0,174.0,215.0
122705.0,126.0,188.0,212.0
122715.0,185.0,221.0,251.0
122717.0,172.0,226.0,237.0
122721.0,120.0,132.0,138.0
122753.0,131.0,179.0,221.0
122754.0,142.0,200.0,249.0
122804.0,132.0,149.0,170.0
122818.0,130.0,141.0,163.0
122832.0,134.0,188.0,229.0
122855.0,138.0,183.0,217.0
122870.0,118.0,173.0,204.0
122877.0,137.0,192.0,219.0
122907.0,130.0,198.0,243.0
122909.0,125.0,171.0,205.0
122933.0,163.0,198.0,202.0
122946.0,151.0,185.0,228.0
122960.0,107.0,110.0,115.0
122965.0,131.0,196.0,235.0
122995.0,118.0,178.0,214.0
123024.0,139.0,200.0,240.0
123036.0,156.0,156.0,172.0
123039.0,72.0,114.0,156.0
123059.0,103.0,169.0,217.0
123067.0,114.0,174.0,210.0
123093.0,136.0,184.0,226.0
123103.0,118.0,129.0,159.0
123118.0,101.0,177.0,230.0
123133.0,128.0,151.0,166.0
123139.0,167.0,180.0,224.0
123141.0,105.0,184.0,235.0
123156.0,121.0,135.0,153.0
123173.0,140.0,133.0,138.0
123192.0,120.0,193.0,237.0
123199.0,139.0,162.0,177.0
123200.0,143.0,165.0,200.0
123203.0,166.0,192.0,228.0
123204.0,116.0,183.0,222.0
123205.0,129.0,195.0,244.0
123207.0,133.0,162.0,207.0
123243.0,179.0,185.0,222.0
123282.0,131.0,203.0,243.0
123294.0,133.0,193.0,229.0
123308.0,137.0,122.0,119.0
123310.0,122.0,176.0,236.0
123337.0,105.0,121.0,127.0
123344.0,142.0,189.0,216.0
123349.0,107.0,184.0,230.0
123381.0,97.0,129.0,158.0
123382.0,122.0,184.0,214.0
123383.0,145.0,199.0,230.0
123387.0,102.0,181.0,224.0
123411.0,115.0,144.0,165.0
123412.0,132.0,209.0,248.0
123416.0,108.0,210.0,253.0
123420.0,141.0,201.0,237.0
123433.0,113.0,180.0,213.0
123440.0,120.0,198.0,235.0
123470.0,84.0,160.0,213.0
123475.0,129.0,152.0,184.0
123486.0,111.0,139.0,156.0
123498.0,110.0,135.0,151.0
123517.0,123.0,193.0,233.0
123540.0,179.0,212.0,255.0
123564.0,117.0,186.0,226.0
123582.0,106.0,177.0,221.0
123628.0,116.0,158.0,195.0
123647.0,107.0,171.0,219.0
123648.0,141.0,202.0,236.0
123670.0,89.0,140.0,183.0
123678.0,136.0,188.0,218.0
123679.0,152.0,206.0,239.0
123692.0,128.0,174.0,221.0
123694.0,104.0,154.0,174.0
123695.0,159.0,160.0,180.0
123700.0,123.0,179.0,228.0
123713.0,100.0,178.0,215.0
123750.0,116.0,176.0,212.0
123770.0,148.0,198.0,216.0
123772.0,114.0,183.0,223.0
123792.0,191.0,201.0,225.0
123810.0,127.0,187.0,217.0
123811.0,119.0,202.0,234.0
123858.0,150.0,162.0,180.0
123871.0,134.0,157.0,183.0
123878.0,100.0,136.0,166.0
123897.0,155.0,167.0,185.0
123906.0,102.0,173.0,206.0
123933.0,141.0,202.0,228.0
123938.0,130.0,163.0,189.0
123980.0,105.0,186.0,219.0
123981.0,98.0,134.0,180.0
124019.0,157.0,176.0,211.0
124022.0,108.0,160.0,200.0
